"id","text","category","length","word_count"
"1493","I find fluorescent lights overwhelming and they give me headaches","sensory","65","10"
"1494","Self-advocacy is important for my wellbeing","general","43","6"
"1495","I like to collect information and facts about my favorite subjects with friends","interests","79","13"
"1496","I sometimes miss social cues that others pick up easily at work","social","63","12"
"1497","I need time to process what people say before responding","social","56","10"
"1498","I express emotions differently than neurotypical people","social","55","7"
"1499","My interests tend to be very focused and deep","interests","45","9"
"1500","Processing emotions takes time and energy for me in public","daily_life","58","10"
"1501","Social situations require a lot of mental energy","social","48","8"
"1502","I can be extremely dedicated to causes I believe in","general","51","10"
"1503","Making eye contact during conversations feels uncomfortable in public","social","69","9"
"1504","I work best in quiet, organized environments","routine","44","7"
"1505","I have a few topics that I find endlessly interesting","interests","53","10"
"1506","I notice details that others might miss","general","39","7"
"1507","Large social gatherings can feel overwhelming","social","45","6"
"1508","I find fluorescent lights overwhelming and they give me headaches","sensory","65","10"
"1509","I notice patterns and details that can be really useful at work","daily_life","63","12"
"1510","I prefer consistent lighting and avoid flickering bulbs","sensory","55","8"
"1511","I bring a unique perspective to problems in meetings","general","52","9"
"1512","I love the feeling of soft blankets and weighted materials","general","58","10"
"1513","Unexpected changes to my routine are difficult to handle at work","routine","64","11"
"1514","I can talk for hours about topics that interest me with friends","social","63","12"
"1515","I enjoy sharing knowledge about subjects I'm passionate about","interests","61","9"
"1516","I work better with visual aids and written instructions","daily_life","55","9"
"1517","I have a few topics that I find endlessly interesting in school","interests","63","12"
"1518","The sound of chalk on blackboard is unbearable in school","sensory","56","10"
"1519","I work better with visual aids and written instructions with family","daily_life","67","11"
"1520","I notice patterns and details that can be really useful during events","general","69","12"
"1521","Unexpected changes to my routine are difficult to handle with friends","routine","69","11"
"1522","I'm very reliable when I understand expectations","general","48","7"
"1523","The texture of certain fabrics really bothers me, especially wool and rough materials","sensory","85","13"
"1524","Sometimes I need breaks to prevent feeling overwhelmed","emotional","54","8"
"1525","I notice details that others might miss in school","general","49","9"
"1526","I can spend hours researching topics that fascinate me during events","interests","68","11"
"1527","Group conversations are harder to follow than one-on-one","social","56","8"
"1528","I prefer to know what to expect in new situations","general","49","10"
"1529","Changes in plans can cause me significant stress","routine","48","8"
"1530","I love learning detailed information about my interests","interests","55","8"
"1531","I have specific ways I like things to be organized with family","routine","62","12"
"1532","Sudden schedule changes can ruin my whole day","routine","45","8"
"1533","I find fluorescent lights overwhelming and they give me headaches","sensory","65","10"
"1534","Having a structured schedule helps me function better at work","routine","61","10"
"1535","I need quiet time to recharge after social activities","social","53","9"
"1536","I benefit from having quiet spaces to calm down at work","daily_life","55","11"
"1537","I express emotions differently than neurotypical people","social","55","7"
"1538","I work best in quiet, organized environments","routine","44","7"
"1539","I notice patterns and details that can be quite useful in public","general","64","12"
"1540","I'm quite reliable when I understand expectations","general","49","7"
"1541","I love learning detailed information about my interests","interests","55","8"
"1542","I find comfort in familiar places and activities","general","48","8"
"1543","I love learning detailed information about my interests in meetings","interests","67","10"
"1544","I find certain coping mechanisms very helpful in school","general","55","9"
"1545","Making eye contact during conversations feels uncomfortable","social","59","7"
"1546","I value deep, meaningful relationships","general","38","5"
"1547","I need extra time to process complex information with family","daily_life","60","10"
"1548","I work better with visual aids and written instructions during events","daily_life","69","11"
"1549","I need time to process what people say before responding","social","56","10"
"1550","I process information differently than many people","social","50","7"
"1551","Group conversations are harder to follow than one-on-one","social","56","8"
"1552","Having a structured schedule helps me function better in public","routine","63","10"
"1553","I bring a unique perspective to problems at home","general","48","9"
"1554","Sudden schedule changes can ruin my whole day","routine","45","8"
"1555","I find certain coping mechanisms very helpful","general","45","7"
"1556","I need quiet time to recharge after social activities","social","53","9"
"1557","I value deep, meaningful relationships at work","daily_life","46","7"
"1558","I sometimes miss social cues that others pick up easily in public","social","65","12"
"1559","I prefer consistent lighting and avoid flickering bulbs","sensory","55","8"
"1560","I can spend hours researching topics that fascinate me","interests","54","9"
"1561","I prefer having deep conversations about specific topics","social","56","8"
"1562","I notice details that others might miss","general","39","7"
"1563","Unexpected changes to my routine are difficult to handle during events","routine","70","11"
"1564","I prefer having deep conversations about specific topics in meetings","social","68","10"
"1565","My attention to detail is often an asset","positive","40","8"
"1566","I work best in quiet, organized environments","routine","44","7"
"1567","Understanding my triggers helps me manage better","general","48","7"
"1568","I prefer to know what to expect in new situations","general","49","10"
"1569","I enjoy sharing knowledge about subjects I'm passionate about","interests","61","9"
"1570","I appreciate when others show genuine interest in what I enjoy","interests","62","11"
"1571","I notice patterns and details that can be very useful","general","53","10"
"1572","I like to collect information and facts about my favorite subjects in school","interests","76","13"
"1573","Processing emotions takes time and energy for me","daily_life","48","8"
"1574","Group conversations are harder to follow than one-on-one","social","56","8"
"1575","I benefit from having quiet spaces to calm down","emotional","47","9"
"1576","I need quiet time to recharge after social activities","social","53","9"
"1577","Learning about my special interests brings me joy","interests","49","8"
"1578","I can spend hours researching topics that fascinate me","interests","54","9"
"1579","I prefer having advance notice about changes","general","44","7"
"1580","I find certain coping mechanisms somewhat helpful in meetings","general","61","9"
"1581","I work better with visual aids and written instructions","daily_life","55","9"
"1582","I appreciate when people are direct and clear in communication","social","62","10"
"1583","Bright lights in stores can be overwhelming for me with friends","sensory","63","11"
"1584","My interests tend to be somewhat focused and deep","interests","49","9"
"1585","I can talk for hours about topics that interest me","social","50","10"
"1586","I need quiet time to recharge after social activities","social","53","9"
"1587","I have a few topics that I find endlessly interesting","interests","53","10"
"1588","I bring a unique perspective to problems in public","general","50","9"
"1589","I find fluorescent lights overwhelming and they give me headaches","sensory","65","10"
"1590","Certain food textures are difficult for me to handle in public","sensory","62","11"
"1591","I love learning detailed information about my interests","interests","55","8"
"1592","I wear noise-canceling headphones in crowded places","general","51","7"
"1593","I can spend hours researching topics that fascinate me","interests","54","9"
"1594","I feel most comfortable when I have a predictable routine","routine","57","10"
"1595","I bring a unique perspective to problems","general","40","7"
"1596","I find fluorescent lights overwhelming and they give me headaches","sensory","65","10"
"1597","Sometimes I need breaks to prevent feeling overwhelmed in public","emotional","64","10"
"1598","Certain food textures are difficult for me to handle","sensory","52","9"
"1599","I appreciate patience from others when I'm overwhelmed","emotional","54","8"
"1600","I enjoy finding patterns and connections in information","general","55","8"
"1601","I find certain coping mechanisms very helpful","general","45","7"
"1602","Understanding my triggers helps me manage better at home","general","56","9"
"1603","I need extra time to process complex information with family","daily_life","60","10"
"1604","I enjoy finding patterns and connections in information","general","55","8"
"1605","I process information differently than many people during events","social","64","9"
"1606","My focused interests have led to deep expertise","interests","47","8"
"1607","Sudden schedule changes can ruin my whole day at work","routine","53","10"
"1608","Having a structured schedule helps me function better","routine","53","8"
"1609","My focused interests have led to deep expertise with friends","interests","60","10"
"1610","I find comfort in familiar places and activities","general","48","8"
"1611","I express emotions differently than neurotypical people","social","55","7"
"1612","I work better with visual aids and written instructions","daily_life","55","9"
"1613","I enjoy finding patterns and connections in information","general","55","8"
"1614","I bring a unique perspective to problems","general","40","7"
"1615","I enjoy repetitive tactile sensations like fidget toys","general","54","8"
"1616","I sometimes miss social cues that others pick up easily","social","55","10"
"1617","I benefit from having quiet spaces to calm down","emotional","47","9"
"1618","I can talk for hours about topics that interest me during events","social","64","12"
"1619","I appreciate patience from others when I'm overwhelmed","emotional","54","8"
"1620","I'm often very thorough in my work at work","daily_life","42","9"
"1621","I enjoy sharing knowledge about subjects I'm passionate about","interests","61","9"
"1622","I enjoy repetitive tactile sensations like fidget toys at work","daily_life","62","10"
"1623","I need strategies to manage anxiety in new situations","emotional","53","9"
"1624","I need time to process what people say before responding","social","56","10"
"1625","Social situations require a lot of mental energy","social","48","8"
"1626","My interests tend to be very focused and deep","interests","45","9"
"1627","I'm often very thorough in my work","daily_life","34","7"
"1628","I have specific ways I like things to be organized","routine","50","10"
"1629","Large social gatherings can feel overwhelming","social","45","6"
"1630","I appreciate honesty and direct communication in meetings","general","57","8"
"1631","I need quiet time to recharge after social activities with family","social","65","11"
"1632","I bring a unique perspective to problems","general","40","7"
"1633","I need strategies to manage anxiety in new situations","emotional","53","9"
"1634","I need extra time to process complex information","daily_life","48","8"
"1635","I appreciate when others show genuine interest in what I enjoy","interests","62","11"
"1636","I notice patterns and details that can be really useful","general","55","10"
"1637","I prefer to know what to expect in new situations","general","49","10"
"1638","I have a few topics that I find endlessly interesting","interests","53","10"
"1639","I enjoy repetitive tactile sensations like fidget toys","general","54","8"
"1640","I prefer consistent lighting and avoid flickering bulbs","sensory","55","8"
"1641","I enjoy finding patterns and connections in information during events","general","69","10"
"1642","Bright lights in stores can be overwhelming for me","sensory","50","9"
"1643","Understanding my triggers helps me manage better with friends","general","61","9"
"1644","I sometimes miss social cues that others pick up easily","social","55","10"
"1645","Group conversations are harder to follow than one-on-one","social","56","8"
"1646","Small talk can be challenging for me with friends","social","49","9"
"1647","I love the feeling of soft blankets and weighted materials in school","general","68","12"
"1648","My attention to detail is often an asset","positive","40","8"
"1649","I appreciate patience from others when I'm overwhelmed","emotional","54","8"
"1650","I bring a unique perspective to problems","general","40","7"
"1651","I love the feeling of soft blankets and weighted materials","general","58","10"
"1652","I appreciate when people are direct and clear in communication during events","social","76","12"
"1653","I prefer having advance notice about changes","general","44","7"
"1654","Having a structured schedule helps me function better in meetings","routine","65","10"
"1655","I can be extremely dedicated to causes I believe in during events","general","65","12"
"1656","Self-advocacy is important for my wellbeing","general","43","6"
"1657","I find fluorescent lights overwhelming and they give me headaches","sensory","65","10"
"1658","I prefer consistency in my work and living environment","daily_life","54","9"
"1659","I appreciate clear instructions and expectations","daily_life","48","6"
"1660","Learning about my special interests brings me joy","interests","49","8"
"1661","I have a few topics that I find endlessly interesting","interests","53","10"
"1662","I enjoy finding patterns and connections in information","general","55","8"
"1663","I have a few topics that I find endlessly interesting","interests","53","10"
"1664","I find comfort in familiar places and activities during events","general","62","10"
"1665","I wear noise-canceling headphones in crowded places","general","51","7"
"1666","I like to organize things in specific ways","routine","42","8"
"1667","Certain food textures are difficult for me to handle","sensory","52","9"
"1668","I can be very creative when working on things I enjoy at work","daily_life","61","13"
"1669","I love the feeling of soft blankets and weighted materials","general","58","10"
"1670","Processing emotions takes time and energy for me","daily_life","48","8"
"1671","Certain food textures are difficult for me to handle","sensory","52","9"
"1672","I love the feeling of soft blankets and weighted materials with friends","general","71","12"
"1673","I like to organize things in specific ways","routine","42","8"
"1674","I love learning detailed information about my interests","interests","55","8"
"1675","The texture of certain fabrics really bothers me, especially wool and rough materials with friends","sensory","98","15"
"1676","I like to organize things in specific ways during events","routine","56","10"
"1677","Small talk can be challenging for me in public","social","46","9"
"1678","I work better with visual aids and written instructions","daily_life","55","9"
"1679","I can be quite dedicated to causes I believe in","general","47","10"
"1680","I prefer consistent lighting and avoid flickering bulbs","sensory","55","8"
"1681","I can talk for hours about topics that interest me at home","social","58","12"
"1682","I love the feeling of soft blankets and weighted materials","general","58","10"
"1683","Loud unexpected sounds make me feel anxious and stressed","sensory","56","9"
"1684","I appreciate honesty and direct communication in meetings","general","57","8"
"1685","I have a few topics that I find endlessly interesting in school","interests","63","12"
"1686","Processing emotions takes time and energy for me","daily_life","48","8"
"1687","I can be very creative when working on things I enjoy","daily_life","53","11"
"1688","I work best in quiet, organized environments at work","routine","52","9"
"1689","Group conversations are harder to follow than one-on-one","social","56","8"
"1690","Understanding my triggers helps me manage better","general","48","7"
"1691","I'm very reliable when I understand expectations with friends","general","61","9"
"1692","Social situations require a lot of mental energy","social","48","8"
"1693","I appreciate patience from others when I'm overwhelmed","emotional","54","8"
"1694","I wear noise-canceling headphones in crowded places","general","51","7"
"1695","I love learning detailed information about my interests","interests","55","8"
"1696","I can spend hours researching topics that fascinate me","interests","54","9"
"1697","I like to plan things well in advance","routine","37","8"
"1698","I appreciate patience from others when I'm overwhelmed","emotional","54","8"
"1699","I appreciate patience from others when I'm overwhelmed","emotional","54","8"
"1700","I process information differently than many people","social","50","7"
"1701","I like to organize things in specific ways","routine","42","8"
"1702","Small talk can be challenging for me","social","36","7"
"1703","Small talk can be challenging for me in public","social","46","9"
"1704","I find certain coping mechanisms very helpful with family","general","57","9"
"1705","I appreciate honesty and direct communication at home","general","53","8"
"1706","Having a structured schedule helps me function better","routine","53","8"
"1707","I feel most comfortable when I have a predictable routine in school","routine","67","12"
"1708","Having a structured schedule helps me function better","routine","53","8"
"1709","I can spend hours researching topics that fascinate me","interests","54","9"
"1710","I work better with visual aids and written instructions in public","daily_life","65","11"
"1711","I sometimes miss social cues that others pick up easily","social","55","10"
"1712","I like to organize things in specific ways in meetings","routine","54","10"
"1713","I have a few topics that I find endlessly interesting with friends","interests","66","12"
"1714","My interests tend to be very focused and deep","interests","45","9"
"1715","I value deep, meaningful relationships","general","38","5"
"1716","I need quiet time to recharge after social activities in school","social","63","11"
"1717","I work best in quiet, organized environments","routine","44","7"
"1718","I work better with visual aids and written instructions in meetings","daily_life","67","11"
"1719","I appreciate honesty and direct communication","general","45","6"
"1720","Sometimes I need breaks to prevent feeling overwhelmed at work","daily_life","62","10"
"1721","I like to collect information and facts about my favorite subjects in school","interests","76","13"
"1722","I need extra time to process complex information in meetings","daily_life","60","10"
"1723","I like to plan things well in advance during events","routine","51","10"
"1724","I need time to process what people say before responding","social","56","10"
"1725","I love learning detailed information about my interests","interests","55","8"
"1726","I can talk for hours about topics that interest me","social","50","10"
"1727","I sometimes miss social cues that others pick up easily","social","55","10"
"1728","I enjoy repetitive tactile sensations like fidget toys during events","general","68","10"
"1729","I love learning detailed information about my interests","interests","55","8"
"1730","I bring a unique perspective to problems at home","general","48","9"
"1731","I process information differently than many people during events","social","64","9"
"1732","Learning about my special interests brings me joy during events","interests","63","10"
"1733","I prefer to know what to expect in new situations in public","general","59","12"
"1734","Learning about my special interests brings me joy","interests","49","8"
"1735","I prefer having advance notice about changes","general","44","7"
"1736","I have specific ways I like things to be organized","routine","50","10"
"1737","I appreciate clear instructions and expectations in meetings","daily_life","60","8"
"1738","The sound of chalk on blackboard is unbearable","sensory","46","8"
"1739","I prefer to know what to expect in new situations","general","49","10"
"1740","Learning about my special interests brings me joy","interests","49","8"
"1741","I appreciate patience from others when I'm overwhelmed","emotional","54","8"
"1742","My attention to detail is often an asset at home","positive","48","10"
"1743","I bring a unique perspective to problems","general","40","7"
"1744","I like to organize things in specific ways","routine","42","8"
"1745","I need time to process what people say before responding at work","social","64","12"
"1746","Understanding my triggers helps me manage better","general","48","7"
"1747","Making eye contact during conversations feels uncomfortable","social","59","7"
"1748","I enjoy repetitive tactile sensations like fidget toys","general","54","8"
"1749","I'm very reliable when I understand expectations","general","48","7"
"1750","I prefer consistent lighting and avoid flickering bulbs","sensory","55","8"
"1751","I prefer to know what to expect in new situations at home","general","57","12"
"1752","I notice details that others might miss","general","39","7"
"1753","I appreciate when others show genuine interest in what I enjoy","interests","62","11"
"1754","I appreciate when others show genuine interest in what I enjoy","interests","62","11"
"1755","I have a few topics that I find endlessly interesting","interests","53","10"
"1756","I prefer consistent lighting and avoid flickering bulbs","sensory","55","8"
"1757","I prefer to know what to expect in new situations","general","49","10"
"1758","Processing emotions takes time and energy for me at home","daily_life","56","10"
"1759","I sometimes miss social cues that others pick up easily","social","55","10"
"1760","I can be very creative when working on things I enjoy","daily_life","53","11"
"1761","I notice details that others might miss","general","39","7"
"1762","I bring a unique perspective to problems","general","40","7"
"1763","I bring a unique perspective to problems","general","40","7"
"1764","I express emotions differently than neurotypical people","social","55","7"
"1765","Bright lights in stores can be overwhelming for me","sensory","50","9"
"1766","I notice details that others might miss in public","general","49","9"
"1767","Having a structured schedule helps me function better","routine","53","8"
"1768","Having a structured schedule helps me function better","routine","53","8"
"1769","I appreciate when others show genuine interest in what I enjoy","interests","62","11"
"1770","I value deep, meaningful relationships","general","38","5"
"1771","I love the feeling of soft blankets and weighted materials","general","58","10"
"1772","I enjoy sharing knowledge about subjects I'm passionate about","interests","61","9"
"1773","I need quiet time to recharge after social activities","social","53","9"
"1774","I have specific ways I like things to be organized","routine","50","10"
"1775","I have specific ways I like things to be organized","routine","50","10"
"1776","Social situations require a lot of mental energy","social","48","8"
"1777","I appreciate honesty and direct communication","general","45","6"
"1778","I benefit from having quiet spaces to calm down","emotional","47","9"
"1779","Having a structured schedule helps me function better at home","routine","61","10"
"1780","I enjoy sharing knowledge about subjects I'm passionate about","interests","61","9"
"1781","Group conversations are harder to follow than one-on-one","social","56","8"
"1782","Group conversations are harder to follow than one-on-one","social","56","8"
"1783","I appreciate honesty and direct communication in school","general","55","8"
"1784","Making eye contact during conversations feels uncomfortable in meetings","social","71","9"
"1785","I value deep, meaningful relationships","general","38","5"
"1786","I appreciate when others show genuine interest in what I enjoy","interests","62","11"
"1787","I value deep, meaningful relationships","general","38","5"
"1788","I enjoy sharing knowledge about subjects I'm passionate about","interests","61","9"
"1789","I have specific ways I like things to be organized","routine","50","10"
"1790","I sometimes miss social cues that others pick up easily","social","55","10"
"1791","I feel more comfortable with written communication","general","50","7"
"1792","I find multitasking challenging and prefer focusing on one thing","general","64","10"
"1793","I can spend hours researching topics that fascinate me","interests","54","9"
"1794","I like to plan things well in advance","routine","37","8"
"1795","My focused interests have led to deep expertise","interests","47","8"
"1796","Social situations require a lot of mental energy with family","social","60","10"
"1797","I work better with visual aids and written instructions","daily_life","55","9"
"1798","I enjoy finding patterns and connections in information","general","55","8"
"1799","Bright lights in stores can be overwhelming for me","sensory","50","9"
"1800","The sound of chalk on blackboard is unbearable with family","sensory","58","10"
"1801","I like to plan things well in advance","routine","37","8"
"1802","I notice patterns and details that can be really useful","general","55","10"
"1803","I can be somewhat dedicated to causes I believe in in public","general","60","12"
"1804","Having a structured schedule helps me function better in school","routine","63","10"
"1805","I sometimes miss social cues that others pick up easily during events","social","69","12"
"1806","I work better with visual aids and written instructions","daily_life","55","9"
"1807","I appreciate patience from others when I'm overwhelmed","emotional","54","8"
"1808","I appreciate patience from others when I'm overwhelmed","emotional","54","8"
"1809","I work better with visual aids and written instructions in public","daily_life","65","11"
"1810","Large social gatherings can feel overwhelming at home","social","53","8"
"1811","I like to organize things in specific ways in public","routine","52","10"
"1812","The texture of certain fabrics really bothers me, especially wool and rough materials","sensory","85","13"
"1813","I appreciate when people are direct and clear in communication","social","62","10"
"1814","I appreciate clear instructions and expectations","daily_life","48","6"
"1815","I like to collect information and facts about my favorite subjects in public","interests","76","13"
"1816","I express emotions differently than neurotypical people","social","55","7"
"1817","I appreciate when people are direct and clear in communication","social","62","10"
"1818","I process information differently than many people","social","50","7"
"1819","I value deep, meaningful relationships","general","38","5"
"1820","I'm often very thorough in my work at home","daily_life","42","9"
"1821","Processing emotions takes time and energy for me in public","daily_life","58","10"
"1822","I like to collect information and facts about my favorite subjects","interests","66","11"
"1823","Unexpected changes to my routine are difficult to handle","routine","56","9"
"1824","I benefit from having quiet spaces to calm down with family","emotional","59","11"
"1825","Large social gatherings can feel overwhelming","social","45","6"
"1826","Small talk can be challenging for me","social","36","7"
"1827","Sometimes I need breaks to prevent feeling overwhelmed at work","daily_life","62","10"
"1828","Unexpected changes to my routine are difficult to handle","routine","56","9"
"1829","I work best in quiet, organized environments","routine","44","7"
"1830","I need quiet time to recharge after social activities","social","53","9"
"1831","My interests tend to be very focused and deep with family","interests","57","11"
"1832","I appreciate when others show genuine interest in what I enjoy","interests","62","11"
"1833","I need strategies to manage anxiety in new situations","emotional","53","9"
"1834","I can be somewhat dedicated to causes I believe in in school","general","60","12"
"1835","I find certain coping mechanisms very helpful","general","45","7"
"1836","I feel more comfortable with written communication","general","50","7"
"1837","I notice patterns and details that can be really useful","general","55","10"
"1838","I benefit from having quiet spaces to calm down","emotional","47","9"
"1839","I find certain coping mechanisms very helpful","general","45","7"
"1840","I prefer having advance notice about changes in meetings","general","56","9"
"1841","Having a structured schedule helps me function better","routine","53","8"
"1842","The texture of certain fabrics really bothers me, especially wool and rough materials during events","sensory","99","15"
"1843","Certain food textures are difficult for me to handle during events","sensory","66","11"
"1844","Certain food textures are difficult for me to handle","sensory","52","9"
"1845","I'm often very thorough in my work during events","daily_life","48","9"
"1846","Unexpected changes to my routine are difficult to handle","routine","56","9"
"1847","My focused interests have led to deep expertise","interests","47","8"
"1848","Sudden schedule changes can ruin my whole day","routine","45","8"
"1849","I can spend hours researching topics that fascinate me with friends","interests","67","11"
"1850","Bright lights in stores can be overwhelming for me","sensory","50","9"
"1851","Group conversations are harder to follow than one-on-one","social","56","8"
"1852","Self-advocacy is important for my wellbeing in school","general","53","8"
"1853","Understanding my triggers helps me manage better in school","general","58","9"
"1854","I sometimes miss social cues that others pick up easily","social","55","10"
"1855","I like to organize things in specific ways","routine","42","8"
"1856","I value deep, meaningful relationships","general","38","5"
"1857","My interests tend to be very focused and deep","interests","45","9"
"1858","I appreciate when others show genuine interest in what I enjoy","interests","62","11"
"1859","I prefer having deep conversations about specific topics","social","56","8"
"1860","I prefer having advance notice about changes in school","general","54","9"
"1861","I can talk for hours about topics that interest me","social","50","10"
"1862","Unexpected changes to my routine are difficult to handle during events","routine","70","11"
"1863","I can spend hours researching topics that fascinate me","interests","54","9"
"1864","I feel more comfortable with written communication","general","50","7"
"1865","Certain food textures are difficult for me to handle","sensory","52","9"
"1866","I can talk for hours about topics that interest me","social","50","10"
"1867","I have a few topics that I find endlessly interesting","interests","53","10"
"1868","Sudden schedule changes can ruin my whole day","routine","45","8"
"1869","I appreciate patience from others when I'm overwhelmed","emotional","54","8"
"1870","I have specific ways I like things to be organized","routine","50","10"
"1871","I can talk for hours about topics that interest me","social","50","10"
"1872","Social situations require a lot of mental energy","social","48","8"
"1873","I notice details that others might miss with family","general","51","9"
"1874","My attention to detail is often an asset in school","positive","50","10"
"1875","Bright lights in stores can be overwhelming for me","sensory","50","9"
"1876","Learning about my special interests brings me joy","interests","49","8"
"1877","I prefer having advance notice about changes","general","44","7"
"1878","I love the feeling of soft blankets and weighted materials","general","58","10"
"1879","I find certain coping mechanisms really helpful","general","47","7"
"1880","I prefer having deep conversations about specific topics","social","56","8"
"1881","I bring a unique perspective to problems","general","40","7"
"1882","I can spend hours researching topics that fascinate me during events","interests","68","11"
"1883","I appreciate when people are direct and clear in communication at work","social","70","12"
"1884","My interests tend to be very focused and deep during events","interests","59","11"
"1885","Unexpected changes to my routine are difficult to handle","routine","56","9"
"1886","Group conversations are harder to follow than one-on-one","social","56","8"
"1887","I value deep, meaningful relationships","general","38","5"
"1888","I'm often very thorough in my work","daily_life","34","7"
"1889","I benefit from having quiet spaces to calm down","emotional","47","9"
"1890","I benefit from having quiet spaces to calm down","emotional","47","9"
"1891","I'm very reliable when I understand expectations","general","48","7"
"1892","I prefer to know what to expect in new situations with family","general","61","12"
"1893","My attention to detail is often an asset","positive","40","8"
"1894","Sometimes I need breaks to prevent feeling overwhelmed","emotional","54","8"
"1895","I appreciate patience from others when I'm overwhelmed at home","emotional","62","10"
"1896","I enjoy finding patterns and connections in information","general","55","8"
"1897","I value deep, meaningful relationships in meetings","general","50","7"
"1898","I need quiet time to recharge after social activities","social","53","9"
"1899","I prefer to know what to expect in new situations","general","49","10"
"1900","I like to plan things well in advance in meetings","routine","49","10"
"1901","Processing emotions takes time and energy for me","daily_life","48","8"
"1902","My attention to detail is often an asset in public","positive","50","10"
"1903","I notice patterns and details that can be really useful","general","55","10"
"1904","I like to organize things in specific ways","routine","42","8"
"1905","I feel more comfortable with written communication","general","50","7"
"1906","I enjoy repetitive tactile sensations like fidget toys with friends","general","67","10"
"1907","I work better with visual aids and written instructions","daily_life","55","9"
"1908","I appreciate clear instructions and expectations","daily_life","48","6"
"1909","Stress affects me more intensely than it seems to affect others","emotional","63","11"
"1910","I find comfort in familiar places and activities at work","daily_life","56","10"
"1911","My interests tend to be very focused and deep","interests","45","9"
"1912","I need quiet time to recharge after social activities","social","53","9"
"1913","Processing emotions takes time and energy for me","daily_life","48","8"
"1914","I notice details that others might miss in meetings","general","51","9"
"1915","I prefer consistent lighting and avoid flickering bulbs","sensory","55","8"
"1916","I notice details that others might miss","general","39","7"
"1917","I need time to process what people say before responding","social","56","10"
"1918","My attention to detail is often an asset","positive","40","8"
"1919","I feel most comfortable when I have a predictable routine","routine","57","10"
"1920","I prefer consistency in my work and living environment","daily_life","54","9"
"1921","Unexpected changes to my routine are difficult to handle","routine","56","9"
"1922","I need quiet time to recharge after social activities","social","53","9"
"1923","I work better with visual aids and written instructions","daily_life","55","9"
"1924","I process information differently than many people","social","50","7"
"1925","I bring a unique perspective to problems in meetings","general","52","9"
"1926","Changes in plans can cause me significant stress during events","routine","62","10"
"1927","I prefer consistency in my work and living environment","daily_life","54","9"
"1928","I find fluorescent lights overwhelming and they give me headaches during events","sensory","79","12"
"1929","I enjoy repetitive tactile sensations like fidget toys","general","54","8"
"1930","My attention to detail is often an asset at home","positive","48","10"
"1931","I like to organize things in specific ways","routine","42","8"
"1932","My focused interests have led to deep expertise with friends","interests","60","10"
"1933","I prefer consistency in my work and living environment","daily_life","54","9"
"1934","Certain food textures are difficult for me to handle with family","sensory","64","11"
"1935","I have a few topics that I find endlessly interesting","interests","53","10"
"1936","Sudden schedule changes can ruin my whole day","routine","45","8"
"1937","I need extra time to process complex information","daily_life","48","8"
"1938","I'm very reliable when I understand expectations at home","general","56","9"
"1939","Unexpected changes to my routine are difficult to handle","routine","56","9"
"1940","I find certain coping mechanisms somewhat helpful during events","general","63","9"
"1941","I need extra time to process complex information in public","daily_life","58","10"
"1942","I love the feeling of soft blankets and weighted materials","general","58","10"
"1943","I find certain coping mechanisms very helpful","general","45","7"
"1944","I benefit from having quiet spaces to calm down with friends","emotional","60","11"
"1945","I value deep, meaningful relationships","general","38","5"
"1946","I prefer having advance notice about changes","general","44","7"
"1947","I can be really dedicated to causes I believe in during events","general","62","12"
"1948","I work better with visual aids and written instructions","daily_life","55","9"
"1949","Changes in plans can cause me significant stress at home","routine","56","10"
"1950","I express emotions differently than neurotypical people with friends","social","68","9"
"1951","Small talk can be challenging for me","social","36","7"
"1952","I appreciate patience from others when I'm overwhelmed","emotional","54","8"
"1953","I work best in quiet, organized environments","routine","44","7"
"1954","I can spend hours researching topics that fascinate me","interests","54","9"
"1955","I need quiet time to recharge after social activities","social","53","9"
"1956","I love learning detailed information about my interests","interests","55","8"
"1957","I find fluorescent lights overwhelming and they give me headaches with friends","sensory","78","12"
"1958","Unexpected changes to my routine are difficult to handle","routine","56","9"
"1959","I prefer having advance notice about changes","general","44","7"
"1960","I like to plan things well in advance","routine","37","8"
"1961","I appreciate clear instructions and expectations in school","daily_life","58","8"
"1962","I can spend hours researching topics that fascinate me","interests","54","9"
"1963","I can talk for hours about topics that interest me","social","50","10"
"1964","My interests tend to be very focused and deep","interests","45","9"
"1965","I prefer to know what to expect in new situations","general","49","10"
"1966","I appreciate clear instructions and expectations during events","daily_life","62","8"
"1967","I notice patterns and details that can be really useful in public","general","65","12"
"1968","I appreciate when people are direct and clear in communication","social","62","10"
"1969","I process information differently than many people","social","50","7"
"1970","I enjoy repetitive tactile sensations like fidget toys","general","54","8"
"1971","I enjoy sharing knowledge about subjects I'm passionate about with family","interests","73","11"
"1972","I find certain coping mechanisms very helpful in public","general","55","9"
"1973","Having a structured schedule helps me function better","routine","53","8"
"1974","Small talk can be challenging for me","social","36","7"
"1975","Sudden schedule changes can ruin my whole day","routine","45","8"
"1976","I can spend hours researching topics that fascinate me","interests","54","9"
"1977","Group conversations are harder to follow than one-on-one with friends","social","69","10"
"1978","I can spend hours researching topics that fascinate me","interests","54","9"
"1979","Sometimes I need breaks to prevent feeling overwhelmed in meetings","emotional","66","10"
"1980","Sometimes I need breaks to prevent feeling overwhelmed","emotional","54","8"
"1981","I appreciate clear instructions and expectations in public","daily_life","58","8"
"1982","Loud unexpected sounds make me feel anxious and stressed","sensory","56","9"
